code,category,date,time_start,time_end,location
129,機車竊盜,107-08-16,04,06,臺北市萬華區大理街160巷19弄31~60號
130,機車竊盜,107-08-16,04,06,臺北市大安區芳和里和平東路3段212巷31~60號
131,機車竊盜,107-08-16,04,06,臺北市大安區住安里信義路4段30巷27弄1~30號
132,機車竊盜,107-08-18,08,10,臺北市大安區臨江街40巷1~30號
133,機車竊盜,107-08-18,10,12,臺北市中山區中山北路2段77巷1~30號
134,機車竊盜,107-08-20,04,06,臺北市信義區臺鐵松山車站西邊機車停車場
135,機車竊盜,107-08-22,06,08,臺北市中山區新生北路3段1~30號
136,機車竊盜,107-08-22,08,10,臺北市中正區黎明里南陽街1~30號
137,機車竊盜,107-08-24,04,06,臺北市大安區龍坡里泰順街31~60號
138,機車竊盜,107-08-24,06,08,臺北市文山區萬美里010鄰萬美街1段91~120號
139,機車竊盜,107-08-26,10,12,臺北市大同區太原路91~120號
140,機車竊盜,107-08-26,16,18,臺北市松山區南京東路4段75巷1~30號
141,機車竊盜,107-08-27,02,04,臺北市萬華區民和街31~60號
142,機車竊盜,107-08-31,12,14,臺北市大安區學府里羅斯福路4段1~30號
143,機車竊盜,107-08-31,12,14,臺北市大安區群賢里復興南路2段171巷1~30號
144,機車竊盜,107-09-01,00,02,臺北市中山區南大路(靠近青草湖)
145,機車竊盜,107-09-01,16,18,臺北市萬華區環河南路2段181~210號
146,機車竊盜,107-09-03,22,24,臺北市大同區太原路133巷1~30號
147,機車竊盜,107-09-05,02,04,臺北市士林區通河東路2段20巷
148,機車竊盜,107-09-05,12,14,臺北市信義區松仁路202巷2弄31~60號
149,機車竊盜,107-09-05,12,14,臺北市信義區六合里松仁路202巷2弄31~60號
150,機車竊盜,107-09-06,20,22,臺北市中山區民生東路1段23巷1~30號
151,機車竊盜,107-09-07,00,02,臺北市文山區萬芳里009鄰萬安街121~150號
152,機車竊盜,107-09-08,08,10,臺北市松山區八德路4段106巷6弄1~30號
153,機車竊盜,107-09-10,22,24,臺北市信義區黎安里和平東路3段509巷31~60號
154,機車竊盜,107-09-12,06,08,臺北市大同區哈密街91~120號
155,機車竊盜,107-09-14,16,18,臺北市士林區通河街91~120號
156,機車竊盜,107-09-19,16,18,臺北市北投區中央里中央南路1段181~210號
157,機車竊盜,107-09-19,22,24,臺北市萬華區(萬大路與富民路口)
158,機車竊盜,107-09-20,22,24,臺北市中山區新生北路2段31~60號
159,機車竊盜,107-09-23,14,16,臺北市萬華區和平西路3段361~390號
160,機車竊盜,107-09-25,18,20,臺北市內湖區瑞光路66巷口
161,機車竊盜,107-09-26,16,18,臺北市松山區寧安街7巷1~30號
162,機車竊盜,107-09-28,04,06,臺北市信義區中行里福德街301~330號
163,機車竊盜,107-10-02,20,22,臺北市中山區新生北路3段55巷停車格
164,機車竊盜,107-10-03,00,02,臺北市大同區鄭州路121~150號
165,機車竊盜,107-10-04,04,06,臺北市文山區萬祥里羅斯福路5段211巷26弄1~30號
166,機車竊盜,107-10-04,20,22,臺北市松山區八德路4段451~480號
167,機車竊盜,107-10-06,22,24,臺北市北投區中央北路4段511~540號
168,機車竊盜,107-10-09,12,14,臺北市文山區興得里興隆路3段192巷8弄1~30號
169,機車竊盜,107-10-10,08,10,臺北市大安區通化里通化街39巷49弄1~30號
170,機車竊盜,107-10-10,08,10,臺北市中山區林森北路485巷內
171,機車竊盜,107-10-12,10,12,臺北市大同區重慶北路3段151~180號
172,機車竊盜,107-10-15,14,16,臺北市中山區林森北路241~270號
173,機車竊盜,107-10-16,00,02,臺北市信義區正和里光復南路419巷1~30號
174,機車竊盜,107-10-20,16,18,臺北市松山區光復南路31~60號
175,機車竊盜,107-10-22,00,02,臺北市中山區新生北路3段82巷1~30號
176,機車竊盜,107-10-25,06,08,臺北市大同區重慶北路1段83巷1~30號
177,機車竊盜,107-10-26,00,02,臺北市信義區中行里中坡南路271~300號
178,機車竊盜,107-10-28,18,20,臺北市萬華區康定路361~390號
179,機車竊盜,107-10-31,04,06,臺北市中山區錦州街301~330號
180,機車竊盜,107-11-01,00,02,臺北市萬華區西藏路181~210號
181,機車竊盜,107-11-01,10,12,臺北市中山區南京東路2段121~150號
182,機車竊盜,107-11-02,10,12,臺北市北投區洲美路271~300號
183,機車竊盜,107-11-02,14,16,臺北市中山區民權西路10巷1~30號
184,機車竊盜,107-11-04,02,04,臺北市大同區重慶北路3段271~300號
185,機車竊盜,107-11-08,18,20,臺北市中正區襄陽路1~30號
186,機車竊盜,107-11-10,20,22,臺北市信義區忠孝東路5段790巷68弄1~30號
187,機車竊盜,107-11-12,08,10,臺北市大同區酒泉街121~150號
188,機車竊盜,107-11-12,16,18,臺北市萬華區環河南路2段280巷1~30號
189,機車竊盜,107-11-13,00,02,臺北市中正區市民大道2段?臺北車站M2出口機車停車
190,機車竊盜,107-11-13,12,14,臺北市北投區榮光里石牌路1段121~150號
191,機車竊盜,107-11-14,16,18,臺北市中山區濱江街180巷1~30號
192,機車竊盜,107-11-16,04,06,臺北市信義區景新里吳興街269巷18弄1~30號
193,機車竊盜,107-11-18,02,04,臺北市信義區信義路6段76巷8弄1~30號
194,機車竊盜,107-11-18,06,08,臺北市信義區福德街165巷1~30號
195,機車竊盜,107-11-19,12,14,臺北市萬華區木柵路4段121~150號
196,機車竊盜,107-11-21,20,22,臺北市萬華區長泰街76巷1~30號
197,機車竊盜,107-11-22,06,08,臺北市中山區林森北路399巷1~30號
198,機車竊盜,107-11-24,10,12,臺北市中正區文盛里羅斯福路3段211~240號
199,機車竊盜,107-11-25,02,04,臺北市大同區民權西路292巷1~30號
200,機車竊盜,107-11-29,06,08,臺北市信義區虎林街31~60號
201,機車竊盜,107-12-01,18,20,臺北市中山區農安街241~270號
202,機車竊盜,107-12-07,20,22,臺北市大同區哈密街23巷1~30號
203,機車竊盜,107-12-07,22,24,臺北市大安區敦煌里安和路1段127巷1~30號
204,機車竊盜,107-12-08,16,18,臺北市大同區迪化街2段364巷1~30號
205,機車竊盜,107-12-11,18,20,臺北市中正區水源里汀州路三段與羅斯福路四段196巷口(人行
206,機車竊盜,107-12-12,16,18,臺北市大安區群賢里四維路182巷
207,機車竊盜,107-12-16,06,08,臺北市信義區信義路5段150巷481~510號
208,機車竊盜,107-12-19,02,04,臺北市大安區忠孝東路4段61~90號
209,機車竊盜,107-12-19,08,10,臺北市大同區重慶北路3段211~240號
210,機車竊盜,107-12-20,22,24,臺北市內湖區舊宗路1段121~150號
211,機車竊盜,107-12-20,22,24,臺北市大同區重慶北路3段223巷1~30號
212,機車竊盜,107-12-22,06,08,臺北市大同區環河北路1段421~450號
213,機車竊盜,107-12-23,22,24,臺北市萬華區萬青街31~60號
214,機車竊盜,107-12-25,02,04,臺北市北投區豐年里中央北路2段121~150號
215,機車竊盜,107-12-25,02,04,臺北市北投區中心里泉源路1~30號
216,機車竊盜,107-12-27,12,14,臺北市士林區德行東路181~210號
217,機車竊盜,107-12-29,18,20,臺北市萬華區漢口街2段31~60號
218,機車竊盜,107-12-31,02,04,臺北市萬華區內江街1~30號
219,機車竊盜,107-12-31,10,12,臺北市大同區承德路3段271~300號
220,機車竊盜,108-01-04,14,16,臺北市北投區長安里中央北路1段1~30號
221,機車竊盜,108-01-10,22,24,臺北市中正區南福里南昌路1段121~150號
222,機車竊盜,108-01-11,10,12,臺北市中正區南福里南昌路1段125巷(口)
223,機車竊盜,108-01-11,12,14,臺北市萬華區昆明街91~120號
224,機車竊盜,108-01-13,08,10,臺北市萬華區內江街與西寧南路口
225,機車竊盜,108-01-13,10,12,臺北市萬華區武昌街2段82巷
226,機車竊盜,108-01-14,22,24,臺北市萬華區昆明街91~120號
227,機車竊盜,108-01-16,20,22,臺北市萬華區成都路105巷1~30號
228,機車竊盜,108-01-16,22,24,臺北市萬華區武昌街2段91~120號
229,機車竊盜,108-01-20,10,12,臺北市信義區敦厚里松隆路9巷1~30號
230,機車竊盜,108-01-20,12,14,臺北市北投區豐年里中央北路2段271~300號
231,機車竊盜,108-01-20,14,16,臺北市大同區歸綏街211~240號
232,機車竊盜,108-01-21,20,22,臺北市萬華區西寧南路1~30號
233,機車竊盜,108-01-27,04,06,臺北市大同區長安西路78巷4弄1~30號
234,機車竊盜,108-02-01,16,18,臺北市信義區興雅里忠孝東路5段151~180號
235,機車竊盜,108-02-06,20,22,臺北市信義區三犁里信義路5段151巷151~180號
236,機車竊盜,108-02-09,14,16,臺北市萬華區三水街61~90號
237,機車竊盜,108-02-12,02,04,臺北市萬華區康定路287巷31~60號
238,機車竊盜,108-02-13,12,14,臺北市北投區一德里立德路1~30號
239,機車竊盜,108-02-15,10,12,臺北市文山區萬芳里010鄰萬安街21巷1~30號
240,機車竊盜,108-02-18,02,04,臺北市北投區吉利里致遠二路95巷31~60號
241,機車竊盜,108-02-24,20,22,臺北市北投區立賢里尊賢街243巷1~30號
242,機車竊盜,108-02-28,18,20,臺北市內湖區南京東路6段451~480號
243,機車竊盜,108-03-04,10,12,臺北市北投區建民里文林北路31~60號
244,機車竊盜,108-03-06,00,02,臺北市北投區東華里東華街2段174巷1~30號
245,機車竊盜,108-03-06,12,14,臺北市萬華區東園街181~210號
246,機車竊盜,108-03-10,20,22,臺北市北投區永明里石牌路2段99巷31~60號
247,機車竊盜,108-03-23,02,04,臺北市萬華區桂林路151~180號
248,機車竊盜,108-03-23,18,20,臺北市萬華區艋舺大道275巷1~30號
249,機車竊盜,108-03-24,18,20,臺北市中正區東門里信義路1段1~30號
250,機車竊盜,108-03-25,08,10,臺北市萬華區環河南路3段241~270號
251,機車竊盜,108-03-25,20,22,臺北市北投區中央南路2段61~90號
252,機車竊盜,108-03-26,10,12,臺北市北投區尊賢里尊賢街264巷1~30號
253,機車竊盜,108-03-31,06,08,臺北市中山區林森北路85巷口
254,機車竊盜,108-04-03,08,10,臺北市內湖區文湖街1~30號
255,機車竊盜,108-04-05,22,24,臺北市中正區中山北路(忠孝東路東北角)
256,機車竊盜,108-04-06,00,02,臺北市萬華區西昌街181~210號
257,機車竊盜,108-04-10,02,04,臺北市松山區民族東路631~660號
258,機車竊盜,108-04-10,08,10,臺北市士林區東山里德行東路331巷54弄1~30號
259,機車竊盜,108-04-12,10,12,臺北市信義區松山路151~180號
260,機車竊盜,108-04-25,06,08,臺北市文山區萬興里009鄰指南路2段61~90號
261,機車竊盜,108-04-28,12,14,臺北市萬華區中華路2段606巷(人行道)
262,機車竊盜,108-04-29,00,02,臺北市萬華區和平西路3段331~360號
263,機車竊盜,108-05-02,10,12,臺北市萬華區桂林路91~120號
264,機車竊盜,108-05-05,16,18,臺北市北投區開明里復興一路31~60號
265,機車竊盜,108-05-26,04,06,臺北市南港區新光里忠孝東路7段265巷(口)
266,機車竊盜,108-05-26,18,20,臺北市信義區三張里松仁路202巷1~30號
267,機車竊盜,108-05-29,14,16,臺北市北投區林泉里溫泉路121~150號
268,機車竊盜,108-05-30,20,22,臺北市士林區福佳里美崙街86巷1~30號
269,機車竊盜,108-05-30,22,24,臺北市士林區福佳里文昌路91~120號
270,機車竊盜,108-05-31,06,08,臺北市大同區重慶北路2段97巷31~60號
271,機車竊盜,108-06-01,18,20,臺北市士林區福德路1~30號
272,機車竊盜,108-06-06,18,20,臺北市大同區民生西路301~330號
273,機車竊盜,108-06-09,12,14,臺北市北投區吉利里石牌路1段39巷151~180號
274,機車竊盜,108-06-10,22,24,臺北市信義區景聯里吳興街31~60號
275,機車竊盜,108-06-11,12,14,臺北市士林區葫蘆里中正路631~660號
276,機車竊盜,108-06-12,22,24,臺北市南港區南港里興中路61~90號
277,機車竊盜,108-06-13,06,08,臺北市信義區五全里永吉路278巷58弄1~30號
278,機車竊盜,108-06-16,02,04,臺北市萬華區和平西路3段331~360號
279,機車竊盜,108-06-16,02,04,臺北市信義區黎順里崇德街31~60號
280,機車竊盜,108-06-16,06,08,臺北市大同區太原路61~90號
281,機車竊盜,108-06-17,02,04,臺北市大同區延平北路2段61巷1~30號
282,機車竊盜,108-06-18,00,02,臺北市大同區鄭州路121~150號
283,機車竊盜,108-06-18,02,04,臺北市大同區承德路3段85巷
284,機車竊盜,108-06-18,10,12,臺北市士林區葫蘆里中正路631~660號
285,機車竊盜,108-06-18,10,12,臺北市文山區萬興里015鄰指南路2段45巷8弄1~30號
286,機車竊盜,108-06-19,18,20,臺北市內湖區民權東路6段180巷77弄1~30號
287,機車竊盜,108-06-21,14,16,臺北市北投區文林路181~210號
288,機車竊盜,108-06-21,22,24,臺北市南港區舊莊里舊莊街1段181~210號
289,機車竊盜,108-06-22,04,06,臺北市萬華區廣州街211~240號
290,機車竊盜,108-06-22,16,18,臺北市內湖區東湖路113巷49弄121~150號
291,機車竊盜,108-06-25,22,24,臺北市大同區民權西路91~120號
292,機車竊盜,108-06-26,02,04,臺北市中正區廈安里中華路2段121~150號
293,機車竊盜,108-06-28,20,22,臺北市士林區葫蘆里中正路635巷1~30號
294,機車竊盜,108-07-03,20,22,臺北市大同區民族西路252巷(大同公園旁機車停車格)
295,機車竊盜,108-07-05,20,22,臺北市文山區興光里興隆路3段151~180號
296,機車竊盜,108-07-10,00,02,臺北市內湖區康寧路3段189巷31~60號
297,機車竊盜,108-07-10,14,16,臺北市中正區中山南路1~30號
298,機車竊盜,108-07-11,04,06,臺北市中山區中山區林森北路與民權東路口(西北角)
299,機車竊盜,108-07-11,16,18,臺北市士林區福林里中山北路5段190巷
300,機車竊盜,108-07-14,00,02,臺北市士林區仁勇里大北路31~60號
301,機車竊盜,108-07-16,04,06,臺北市信義區松光里忠孝東路5段492巷
302,機車竊盜,108-07-16,12,14,臺北市士林區福順里延平北路5段121~150號
303,機車竊盜,108-07-16,14,16,臺北市士林區舊佳里前街21巷
304,機車竊盜,108-07-16,14,16,臺北市南港區鴻福里玉成街201巷2弄1~30號
305,機車竊盜,108-07-16,22,24,臺北市士林區新光醫院路
306,機車竊盜,108-07-17,10,12,臺北市文山區興家里興隆路3段241~270號
307,機車竊盜,108-07-18,00,02,臺北市士林區通河東街1段200巷
308,機車竊盜,108-07-20,06,08,臺北市中山區錦州街4巷內
309,機車竊盜,108-07-20,16,18,臺北市中山區敬業四路
310,機車竊盜,108-07-25,04,06,臺北市大安區黎元里安居街61~90號
311,機車竊盜,108-07-26,00,02,臺北市信義區黎平里和平東路3段391巷8弄31~60號
312,機車竊盜,108-07-27,08,10,臺北市南港區成福里成福路171巷40弄1~30號
313,機車竊盜,108-07-27,12,14,臺北市中正區忠勤里西藏路1~30號
314,機車竊盜,108-07-30,08,10,臺北市大同區南京西路18巷1~30號
315,機車竊盜,108-08-01,18,20,臺北市士林區三玉里忠誠路2段21巷45弄1~30號
316,機車竊盜,108-08-03,00,02,臺北市信義區黎平里富陽街55巷1~30號
317,機車竊盜,108-08-03,02,04,臺北市萬華區昆明街31~60號
318,機車竊盜,108-08-05,18,20,臺北市南港區中南里忠孝東路7段415巷(內)
319,機車竊盜,108-08-08,08,10,臺北市內湖區康樂街72巷17弄31~60號
320,機車竊盜,108-08-08,22,24,臺北市內湖區成功路4段331~360號
321,機車竊盜,108-08-09,16,18,臺北市中山區中山區民生西路3巷內(馬偕醫院停車場處附
322,機車竊盜,108-08-09,16,18,臺北市萬華區國興路1巷1~30號
323,機車竊盜,108-08-10,06,08,臺北市文山區興業里辛亥路5段31~60號
324,機車竊盜,108-08-10,10,12,臺北市北投區關渡里知行路361~390號
325,機車竊盜,108-08-10,20,22,臺北市大安區信義路4段186巷
326,機車竊盜,108-08-11,00,02,臺北市信義區虎林街242巷1~30號
327,機車竊盜,108-08-11,16,18,臺北市中山區五股區工商路1~30號
328,機車竊盜,108-08-12,20,22,臺北市大同區承德路1段與太原路115巷口
329,機車竊盜,108-08-13,02,04,臺北市信義區松隆路1~30號
330,機車竊盜,108-08-13,02,04,臺北市信義區中坡南路162巷1~30號
331,機車竊盜,108-08-13,02,04,臺北市信義區福德街31~60號
332,機車竊盜,108-08-13,02,04,臺北市信義區松隆路1~30號
333,機車竊盜,108-08-13,12,14,臺北市信義區五全里永吉路278巷57弄1~30號
334,機車竊盜,108-08-13,18,20,臺北市中正區中山北路1段
335,機車竊盜,108-08-15,16,18,臺北市萬華區西園路2段241~270號
336,機車竊盜,108-08-16,02,04,臺北市大同區民樂街121~150號
337,機車竊盜,108-08-17,12,14,臺北市大同區南京西路167巷1~30號
338,機車竊盜,108-08-22,16,18,臺北市士林區百齡里福港街259巷13弄1~30號
339,機車竊盜,108-08-22,18,20,臺北市內湖區康寧路3段189巷93弄1~30號
340,機車竊盜,108-08-23,14,16,臺北市北投區裕民里8鄰東華街1段418巷1~30號
341,機車竊盜,108-08-23,22,24,臺北市士林區義信里大東路1~30號
342,機車竊盜,108-08-24,08,10,臺北市中山區松江路204巷1~30號
343,機車竊盜,108-08-24,08,10,臺北市萬華區萬大路571~600號
344,機車竊盜,108-08-24,18,20,臺北市南港區合成里忠孝東路6段271~300號
345,機車竊盜,108-08-26,00,02,臺北市北投區大度路1段151~180號
346,機車竊盜,108-08-26,04,06,臺北市萬華區成都路1~30號
347,機車竊盜,108-08-28,16,18,臺北市南港區南港里南港路1段277巷
348,機車竊盜,108-08-29,22,24,臺北市信義區松山路301~330號
349,機車竊盜,108-08-30,04,06,臺北市中正區幸市里新生南路1段31~60號
350,機車竊盜,108-08-31,06,08,臺北市文山區興得里辛亥路5段1~30號
351,機車竊盜,108-09-02,12,14,臺北市中正區東門里金山南路1段121~150號
352,機車竊盜,108-09-03,20,22,臺北市大安區華聲里光復南路200巷1~30號
353,機車竊盜,108-09-08,14,16,臺北市文山區木柵里019鄰秀明路1段185巷34弄1~30號
354,機車竊盜,108-09-08,16,18,臺北市萬華區和平西路3段1~30號
